word,label
Japan,COUNTRY
Brian,PERSON
Stephen,PERSON
Credit Suisse,ORG
Brian,PERSON
today,DATE
Justin Post,PERSON
Merrill Lynch,ORG
Justin Post,PERSON
America,COUNTRY
Merrill Lynch,ORG
First,ORDINAL
over 50%,PERCENT
secondly,ORDINAL
Amazon,ORG
third,ORDINAL
third,ORDINAL
Brian,PERSON
the holiday season,DATE
Amazon,ORG
Amazon,ORG
well over 50%,PERCENT
UK,GPE
Prime Now,PRODUCT
Prime Now,PRODUCT
Whole Foods,PRODUCT
10,CARDINAL
Dave Fildes,PERSON
Justin,PERSON
Dave,PERSON
Today,DATE
first,ORDINAL
45,CARDINAL
3,CARDINAL
two,CARDINAL
Washington,GPE
the first of this year,DATE
Pennsylvania,GPE
April 1,DATE
45,CARDINAL
many years,DATE
Congress,ORG
Greg Melich,PERSON
Scott,PERSON
Alexa,PRODUCT
Alexa,PRODUCT
Brian,PERSON
monthly,DATE
four years ago,DATE
20 million,CARDINAL
two days,DATE
Today,DATE
over 100 million,CARDINAL
two days,DATE
one day,DATE
two hours,TIME
2014,DATE
Brian,PERSON
John Blackledge,PERSON
Cowen and Company,ORG
John Blackledge,PERSON
Cowen & Co.,ORG
Whole Foods,PRODUCT
AWS,PRODUCT
"about 64%, 36%",PERCENT
gap,ORG
the coming years,DATE
50-50,CARDINAL
Brian,PERSON
America,COUNTRY
America,COUNTRY
the end of the day,DATE
30:50-30:55,DATE
Alexa,PRODUCT
Amazon,ORG
India,COUNTRY
the first year,DATE
India,COUNTRY
India,COUNTRY
Indian,NORP
Alexa,PRODUCT
Alexa,PRODUCT
"40,000",CARDINAL
31:46-31:51,DATE
Dave Fildes,PERSON
Brian,PERSON
today,DATE
the end of the quarter,DATE
Amazon.com,ORG
next quarter,DATE
