word,label
16.1 million,CARDINAL
21.4 million,CARDINAL
the year ago quarter,DATE
the quarter,DATE
five to seven-week,CARDINAL
iPad,PRODUCT
iPad,PRODUCT
85%,PERCENT
above $200,MONEY
iPad,PRODUCT
67%,PERCENT
iPad,PRODUCT
November,DATE
451,CARDINAL
97%,PERCENT
iPad,PRODUCT
2,CARDINAL
the next six months,DATE
65%,PERCENT
iPad,PRODUCT
95%,PERCENT
iPad,PRODUCT
March quarter,DATE
73%,PERCENT
IBM,ORG
48,CARDINAL
IBM,ORG
iOS,PRODUCT
the December quarter,DATE
100,CARDINAL
IBM,ORG
iOS,PRODUCT
iPhone,PRODUCT
iPad,PRODUCT
Apple Watch,PRODUCT
Cisco,GPE
the end of August,DATE
iOS,PRODUCT
Cisco,GPE
iOS,PRODUCT
iPhone,PRODUCT
Cisco,GPE
iPhone,PRODUCT
iPad,PRODUCT
more than 25,CARDINAL
the December quarter,DATE
90,CARDINAL
"15,000",CARDINAL
iPad,PRODUCT
A,CARDINAL
mobile,GPE
Lilly,ORG
iPad,PRODUCT
almost $6.1 billion,MONEY
$548 million,MONEY
$5.5 billion,MONEY
15%,PERCENT
last year,DATE
App Store,PRODUCT
27%,PERCENT
18%,PERCENT
the December quarter,DATE
62%,PERCENT
last year,DATE
Apple Watch,PRODUCT
Apple,ORG
TV,PRODUCT
quarterly,DATE
Apple Watch,PRODUCT
the quarter,DATE
the holiday buying season,DATE
the quarter,DATE
$215.7 billion,MONEY
$10.1 billion,MONEY
$200 billion,MONEY
93%,PERCENT
United States,COUNTRY
over $9 billion,MONEY
the quarter,DATE
$3 billion,MONEY
$3 billion,MONEY
26 million,CARDINAL
Apple,ORG
sixth,ORDINAL
$3 billion,MONEY
20.4 million,CARDINAL
over $153 billion,MONEY
$200 billion,MONEY
$110 billion,MONEY
our second quarter,DATE
April,DATE
2016,DATE
today,DATE
0.52,MONEY
"February 11, 2016",DATE
"February 8, 2016",DATE
the March quarter,DATE
Nancy,PERSON
between $50 billion and $53 billion,MONEY
the second quarter,DATE
between 39% and 39.5%,PERCENT
between $6 billion and $6.1 billion,MONEY
OI&E,PERSON
about $325 million,MONEY
about 25.5%,PERCENT
the current quarter,DATE
the March quarter,DATE
year-over-year,DATE
the year,DATE
Nancy Paxton,PERSON
Luca,PERSON
one,CARDINAL
one,CARDINAL
one,CARDINAL
first,ORDINAL
first,ORDINAL
Simona Jankowski,PERSON
Goldman Sachs,ORG
Simona Jankowski,PERSON
Hi,PERSON
March quarter,DATE
first,ORDINAL
iPhone,PRODUCT
Luca Maestri,PERSON
Simona,PERSON
the March quarter,DATE
between 5% and 10%,PERCENT
400,CARDINAL
the March quarter,DATE
a very strong year ago quarter,DATE
a year ago,DATE
27%,PERCENT
Brazil,COUNTRY
Russia,COUNTRY
Canada,COUNTRY
Australia,COUNTRY
weaker than a year ago,DATE
400,CARDINAL
the December quarter,DATE
the March quarter,DATE
Simona Jankowski,PERSON
Nancy Paxton,PERSON
Simona,PERSON
Piper Jaffray,ORG
Gene Munster,PERSON
Gene Munster,PERSON
Tim,PERSON
iPhone,PRODUCT
iPhone,PRODUCT
the December quarter,DATE
Tim Cook,PERSON
first,ORDINAL
iPhone,PRODUCT
Gene,PERSON
first,ORDINAL
Secondly,ORDINAL
last quarter,DATE
Thirdly,ORDINAL
Gene Munster,PERSON
Tim Cook,PERSON
Nancy Paxton,PERSON
Gene,PERSON
Gene Munster,PERSON
Nancy Paxton,PERSON
Morgan Stanley,ORG
Katy Huberty,PERSON
Katy Huberty,PERSON
Luca Maestri,PERSON
Katy,PERSON
iPhone,PRODUCT
691,MONEY
the December quarter,DATE
the December quarter,DATE
49,MONEY
iPhones,PRODUCT
the end of September,DATE
this year,DATE
6,CARDINAL
the December quarter,DATE
iPhone,PRODUCT
the quarter,DATE
the December quarter,DATE
October,DATE
five to seven weeks,DATE
the December quarter,DATE
the quarter,DATE
iPad,PRODUCT
Mac,ORG
Katy Huberty,PERSON
October,DATE
fiscal 2016,DATE
over 30%,PERCENT
December,DATE
Luca Maestri,PERSON
Katy,PERSON
Cupertino,GPE
the year,DATE
Nancy Paxton,PERSON
Katy,PERSON
Bernstein,ORG
Toni Sacconaghi,PERSON
Toni Sacconaghi,PERSON
iPhones,PRODUCT
15% to 20%,PERCENT
iPhones,PRODUCT
the second half,DATE
iPhone,PRODUCT
year-over-year,DATE
fiscal 2016,DATE
Apple,ORG
Apple,ORG
last year,DATE
this year,DATE
Apple,ORG
Tim,PERSON
iPhone,PRODUCT
Tim Cook,PERSON
Toni,PERSON
iPhone,PRODUCT
the quarter,DATE
the quarter,DATE
Luca,PERSON
the year ago quarter,DATE
Toni Sacconaghi,PERSON
Tim Cook,PERSON
almost half,CARDINAL
iPhones,PRODUCT
China,COUNTRY
last quarter,DATE
first,ORDINAL
iPhone,PRODUCT
China,COUNTRY
zero,CARDINAL
Toni Sacconaghi,PERSON
Luca,PERSON
18.4 million,CARDINAL
iPhone,PRODUCT
last quarter,DATE
this quarter,DATE
25%,PERCENT
year-over-year,DATE
13%,PERCENT
25%,PERCENT
Luca Maestri,PERSON
Toni,PERSON
three,CARDINAL
first,ORDINAL
about 85%,PERCENT
Apple,ORG
App Store,PRODUCT
Apple,ORG
the December quarter,DATE
24%,PERCENT
the fiscal 2015,DATE
23%,PERCENT
over 25%,PERCENT
iPhone,PRODUCT
3.3 million,CARDINAL
the December quarter,DATE
the beginning of the quarter,DATE
Toni Sacconaghi,PERSON
Nancy Paxton,PERSON
Toni,PERSON
Cross Research,ORG
Shannon,PERSON
Shannon,PERSON
Luca,PERSON
39% to 39.5%,PERCENT
this quarter,DATE
this quarter,DATE
the March quarter,DATE
Luca Maestri,PERSON
Shannon,PERSON
40,CARDINAL
the 40.1%,PERCENT
the second quarter,DATE
the December quarter,DATE
50,CARDINAL
the quarter,DATE
a number of quarters now,DATE
Shannon,PERSON
Tim,PERSON
China,COUNTRY
$6 billion,MONEY
Tim Cook,PERSON
Shannon,PERSON
China,COUNTRY
Apple,ORG
India,COUNTRY
today,DATE
Russia,COUNTRY
Brazil,COUNTRY
Apple,ORG
Shannon,PERSON
Nancy Paxton,PERSON
Shannon,PERSON
Steve,PERSON
UBS,ORG
Nancy Paxton,PERSON
Steve,PERSON
Tim Cook,PERSON
Steve,PERSON
Nancy Paxton,PERSON
Brian,PERSON
Drexel,ORG
Brian,PERSON
Tim,PERSON
China,COUNTRY
Apple,ORG
India,COUNTRY
the next two to three years,DATE
1 billion,CARDINAL
China,COUNTRY
Tim Cook,PERSON
Brian,PERSON
China,COUNTRY
the end of last October,DATE
the mid-20s,DATE
3,CARDINAL
every day,DATE
China,COUNTRY
less than 50 million,CARDINAL
2010,DATE
2020,DATE
about half a billion,CARDINAL
Apple,ORG
28,CARDINAL
China,COUNTRY
40,CARDINAL
the summertime of this year,DATE
China,COUNTRY
China,COUNTRY
India,COUNTRY
India,COUNTRY
India,COUNTRY
third,ORDINAL
China,COUNTRY
United States,COUNTRY
India,COUNTRY
27,CARDINAL
China,COUNTRY
36,DATE
37,DATE
27,CARDINAL
Almost half,CARDINAL
India,COUNTRY
25,CARDINAL
India,COUNTRY
India,COUNTRY
Q1,GPE
38%,PERCENT
India,COUNTRY
48%,PERCENT
Brian,PERSON
Tim Cook,PERSON
Nancy Paxton,PERSON
Brian,PERSON
Kulbinder Garcha,PERSON
Credit Suisse,ORG
Kulbinder Garcha,PERSON
Tim,PERSON
iPhone,PRODUCT
last year,DATE
this year,DATE
one,CARDINAL
6,CARDINAL
the low 30s,DATE
Tim Cook,PERSON
first,ORDINAL
iPhone,PRODUCT
iPhone 6,PRODUCT
September of 2014,DATE
6,CARDINAL
6,CARDINAL
6s,CARDINAL
6s,PRODUCT
60%,PERCENT
40%,PERCENT
60%,PERCENT
6,CARDINAL
a unbelievable year last year,DATE
Luca,PERSON
Kulbinder Garcha,PERSON
Nancy Paxton,PERSON
Kulbinder,PERSON
Steve,PERSON
UBS,ORG
Tim Cook,PERSON
Steve,PERSON
Nancy Paxton,PERSON
Mark Moskowitz,PERSON
Barclays,ORG
Mark Moskowitz,PERSON
afternoon,TIME
Tim,PERSON
Apple,ORG
Apple,ORG
IBM,ORG
Cisco,GPE
Tim Cook,PERSON
the beginning of fiscal year 2015,DATE
Mark Moskowitz,PERSON
Tim Cook,PERSON
Mark Moskowitz,PERSON
Apple,ORG
Apple,ORG
Apple,ORG
Tim Cook,PERSON
No,GPE
one,CARDINAL
Apple,ORG
iPhone,PRODUCT
Apple,ORG
Mark Moskowitz,PERSON
Nancy Paxton,PERSON
Mark,PERSON
one,CARDINAL
Jim Suva,PERSON
Citi,GPE
Jim Suva,PERSON
A,CARDINAL
Tim,PERSON
Luca,PERSON
Tim,PERSON
Apple,ORG
Apple,ORG
Apple,ORG
Luca,PERSON
Luca,PERSON
three months ago,DATE
quarter,CARDINAL
one,CARDINAL
this quarter,DATE
Tim Cook,PERSON
6s,PRODUCT
6s,PRODUCT
iPhone 6,PRODUCT
iPhone 6 Plus,PRODUCT
iPhone 5s,PRODUCT
us,GPE
today,DATE
all three,CARDINAL
iPhone,PRODUCT
Luca Maestri,PERSON
one,CARDINAL
the December quarter,DATE
40,CARDINAL
39.7%,PERCENT
39% to 40%,PERCENT
Jim Suva,PERSON
Nancy Paxton,PERSON
Jim,PERSON
today,DATE
two weeks,DATE
888,CARDINAL
719,CARDINAL
7349088,DATE
approximately 5:00 PM Pacific Time,TIME
today,DATE
Kristin,PERSON
408,CARDINAL
Joan Hoover,PERSON
Joan,PERSON
408,CARDINAL
408,CARDINAL
today,DATE
